choice	area	users	inc	age0	age1	age2	age3	age4	age5	age6	age7	status	employ	cost1	cost2	cost3	cost4	cost5	avail1	avail2	avail3	avail4	avail5	ones
1	1	2	1	0	0	0	0	0	0	1	1	3	1	4.6	5.78	13.04	1000000	23.28	1	1	1	0	1	1
5	1	4	5	0	0	2	0	0	2	0	0	2	2	15.41	13.91	16.65	1000000	23.28	1	1	1	0	1	1
5	1	1	4	0	0	0	0	0	0	1	0	1	1	33.69	32.19	37.22	1000000	23.28	1	1	1	0	1	1
1	1	6	3	1	0	2	2	2	0	0	0	2	3	15.78	14.28	12.48	1000000	23.28	1	1	1	0	1	1
2	1	2	2	0	0	0	0	0	0	2	0	2	0	6.95	5.78	12.36	1000000	23.28	1	1	1	0	1	1
3	1	4	4	0	2	0	0	2	0	0	0	2	2	7.14	5.78	12.28	1000000	23.28	1	1	1	0	1	1
2	4	1	1	0	0	0	0	0	0	0	1	3	0	7.63	9.39	12.09	1000000	38.28	1	1	1	0	1	1
1	4	1	1	0	0	0	0	0	0	0	1	3	0	29.2	29.74	32.44	1000000	38.28	1	1	1	0	1	1
3	4	2	1	0	0	0	0	1	1	0	0	2	2	3.28	5.78	8.48	1000000	38.28	1	1	1	0	1	1
3	4	6	3	0	0	3	1	0	2	0	0	2	3	41.01	39.51	31.48	1000000	38.28	1	1	1	0	1	1
2	4	2	5	0	0	0	0	0	2	0	0	2	2	9.11	9.77	12.47	1000000	38.28	1	1	1	0	1	1
3	4	1	3	0	0	0	0	0	1	0	0	4	1	10.17	10.12	12.82	1000000	38.28	1	1	1	0	1	1
2	1	2	2	1	1	0	1	1	0	0	0	2	1	11.3	9.8	13.3	1000000	23.28	1	1	1	0	1	1
3	1	3	1	0	0	1	1	0	1	0	0	4	0	23.03	21.53	13.43	1000000	23.28	1	1	1	0	1	1
3	1	3	5	0	0	0	0	1	0	2	0	2	3	6.52	5.78	12.62	1000000	23.28	1	1	1	0	1	1
1	4	2	4	0	0	0	0	0	0	2	0	2	0	4.82	5.78	8.48	1000000	38.28	1	1	1	0	1	1
2	4	1	1	0	0	0	0	0	0	0	1	3	0	8.33	6.83	8.48	1000000	38.28	1	1	1	0	1	1
5	4	2	4	0	0	0	2	0	0	0	0	1	2	5.39	5.78	8.48	1000000	38.28	1	1	1	0	1	1
2	4	3	2	0	1	1	0	2	0	0	0	2	2	16.02	14.52	8.48	1000000	38.28	1	1	1	0	1	1
2	1	3	3	0	0	0	1	0	2	0	0	2	1	4.46	5.78	12.8	1000000	23.28	1	1	1	0	1	1
3	1	2	1	0	0	0	0	0	1	1	0	1	0	5.47	5.78	12.28	1000000	23.28	1	1	1	0	1	1
3	1	2	2	0	0	0	2	0	0	0	0	1	2	3.28	5.78	12.28	1000000	23.28	1	1	1	0	1	1
2	1	1	1	0	0	0	0	0	0	0	1	3	0	5.32	5.78	13.06	1000000	23.28	1	1	1	0	1	1
3	1	2	4	0	0	0	2	0	0	0	0	1	2	4.99	5.78	12.52	1000000	23.28	1	1	1	0	1	1
1	1	1	4	1	0	0	0	1	0	0	0	1	1	7.22	5.78	12.36	1000000	23.28	1	1	1	0	1	1
3	1	4	2	1	1	1	0	2	0	0	0	2	1	34.03	32.53	12.62	1000000	23.28	1	1	1	0	1	1
2	1	1	1	0	0	0	0	0	0	0	1	4	0	3.86	5.78	12.51	1000000	23.28	1	1	1	0	1	1
3	5	4	1	0	0	3	0	1	0	0	0	4	1	36.75	35.25	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	2	0	0	0	0	2	0	0	0	2	1	5.87	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	1	3	2	0	0	1	0	0	2	0	0	2	1	7.13	5.78	12.28	1000000	23.28	1	1	1	0	1	1
2	1	2	1	0	0	0	0	0	0	0	2	3	0	4.48	5.78	12.28	1000000	23.28	1	1	1	0	1	1
5	1	1	1	0	0	0	0	0	0	0	1	4	0	5.71	5.78	12.47	1000000	23.28	1	1	1	0	1	1
2	1	2	2	0	0	0	0	0	2	0	0	2	1	9.45	7.95	13.29	1000000	23.28	1	1	1	0	1	1
3	1	2	2	1	0	0	0	2	0	0	0	2	1	3.28	5.78	12.28	1000000	23.28	1	1	1	0	1	1
3	1	2	2	2	1	0	2	0	0	0	0	2	1	13.34	11.84	12.38	1000000	23.28	1	1	1	0	1	1
3	1	1	3	0	0	0	0	1	0	0	0	1	1	18.58	17.08	13.31	1000000	23.28	1	1	1	0	1	1
1	5	1	1	0	0	0	0	0	0	0	1	4	0	3.91	5.78	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	4	0	0	0	0	0	2	0	0	2	2	7.65	6.15	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	3	0	0	0	0	0	2	0	0	2	1	8.77	7.27	8.48	1000000	1000000	1	1	1	0	0	1
2	1	1	2	0	0	0	0	1	0	0	0	1	1	5.77	5.78	12.36	1000000	23.28	1	1	1	0	1	1
3	2	2	4	2	0	0	0	2	0	0	0	2	2	4.2	5.78	10.96	1000000	28.28	1	1	1	0	1	1
3	2	6	2	0	0	0	3	1	0	1	1	2	3	9.74	8.24	12.35	1000000	28.28	1	1	1	0	1	1
2	2	1	2	0	0	0	0	0	0	0	1	1	0	3.71	5.78	10.61	1000000	28.28	1	1	1	0	1	1
2	2	3	3	1	1	0	0	2	0	0	0	2	1	4.49	5.78	10.98	1000000	28.28	1	1	1	0	1	1
3	2	2	3	2	0	0	1	1	0	0	0	2	1	4.3	5.78	10.78	1000000	28.28	1	1	1	0	1	1
2	2	2	1	1	0	0	0	1	0	0	0	1	0	5.83	5.78	10.86	1000000	28.28	1	1	1	0	1	1
2	2	2	2	0	0	0	0	0	0	0	2	2	0	5.73	5.78	11.72	1000000	28.28	1	1	1	0	1	1
5	2	2	2	0	0	0	0	0	0	0	2	2	0	7.16	5.78	12.7	1000000	28.28	1	1	1	0	1	1
2	2	2	1	0	0	1	0	0	1	0	0	4	0	3.75	5.78	10.3	1000000	28.28	1	1	1	0	1	1
1	2	1	1	0	0	0	0	0	0	0	1	3	0	3.28	5.78	10.18	1000000	28.28	1	1	1	0	1	1
3	2	2	1	0	0	0	1	0	0	0	1	3	0	4.01	5.78	10.28	1000000	28.28	1	1	1	0	1	1
3	2	6	3	0	1	0	2	1	0	2	0	2	3	4.35	5.78	11.01	1000000	28.28	1	1	1	0	1	1
3	2	3	1	0	0	0	1	0	0	2	0	2	1	3.56	5.78	10.18	1000000	28.28	1	1	1	0	1	1
5	1	1	1	0	0	0	0	0	0	1	0	4	1	20.38	18.88	15.73	1000000	23.28	1	1	1	0	1	1
2	1	6	5	0	0	3	2	0	2	0	0	2	2	11.83	10.33	13.13	1000000	23.28	1	1	1	0	1	1
2	5	2	3	0	0	0	0	0	2	0	0	2	2	5.24	5.78	8.48	1000000	1000000	1	1	1	0	0	1
1	5	2	2	0	0	0	0	0	0	0	2	2	0	3.66	5.78	8.48	1000000	1000000	1	1	1	0	0	1
5	1	3	2	1	1	0	0	2	0	0	0	2	1	54.64	53.14	36.78	1000000	23.28	1	1	1	0	1	1
2	1	2	1	0	0	0	0	0	1	0	1	3	1	6.69	5.78	12.36	1000000	23.28	1	1	1	0	1	1
2	1	1	1	0	0	0	0	0	0	0	1	3	0	6.83	5.78	12.28	1000000	23.28	1	1	1	0	1	1
3	5	3	2	0	0	0	1	0	1	1	0	1	2	12.58	11.08	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	2	1	0	0	2	0	0	0	0	2	1	4.05	5.78	8.48	1000000	1000000	1	1	1	0	0	1
1	1	4	5	0	0	0	0	2	0	2	0	1	3	4.78	5.78	12.28	1000000	23.28	1	1	1	0	1	1
3	1	1	1	0	0	0	0	0	0	0	1	1	0	17.66	16.16	16.7	1000000	23.28	1	1	1	0	1	1
5	2	4	3	0	1	1	0	0	2	0	0	2	1	18.85	17.35	25.44	1000000	28.28	1	1	1	0	1	1
3	2	4	5	0	0	1	1	0	2	0	0	2	2	14.18	12.68	17.9	1000000	28.28	1	1	1	0	1	1
3	2	3	2	0	0	0	1	0	0	1	1	2	1	11.47	9.97	18.13	1000000	28.28	1	1	1	0	1	1
3	2	2	1	0	0	0	0	0	0	0	2	2	0	4.38	5.78	10.65	1000000	28.28	1	1	1	0	1	1
3	2	2	3	0	0	0	0	0	0	2	0	2	2	4.02	5.78	10.71	1000000	28.28	1	1	1	0	1	1
5	2	6	3	1	3	2	0	0	2	0	1	2	2	29.64	28.14	33.85	1000000	28.28	1	1	1	0	1	1
3	2	2	4	1	0	0	1	0	1	0	0	2	2	8.07	6.57	13.61	1000000	28.28	1	1	1	0	1	1
3	2	2	1	0	0	0	0	0	0	0	2	2	0	4.67	5.78	11.29	1000000	28.28	1	1	1	0	1	1
5	2	2	3	0	1	0	0	1	0	0	0	4	1	11.37	9.87	14.78	1000000	28.28	1	1	1	0	1	1
1	2	3	3	0	0	1	0	0	2	0	0	2	1	3.4	5.78	10.3	1000000	28.28	1	1	1	0	1	1
5	2	4	3	0	2	0	0	2	0	0	0	2	2	5.97	5.78	11.65	1000000	28.28	1	1	1	0	1	1
5	2	5	2	0	1	2	0	0	2	0	0	2	2	6.5	5.78	13.19	1000000	28.28	1	1	1	0	1	1
2	2	3	2	0	0	0	0	1	0	1	1	2	1	4	5.78	10.76	1000000	28.28	1	1	1	0	1	1
5	2	3	2	0	0	2	0	1	0	0	0	4	1	14.74	13.24	21.64	1000000	28.28	1	1	1	0	1	1
3	2	1	2	0	0	0	0	0	1	0	0	1	1	3.67	5.78	10.36	1000000	28.28	1	1	1	0	1	1
3	2	6	3	0	0	1	3	0	0	2	0	2	2	11.89	10.39	17.73	1000000	28.28	1	1	1	0	1	1
3	2	2	3	0	0	0	0	0	0	2	0	2	1	5.5	5.78	10.67	1000000	28.28	1	1	1	0	1	1
3	2	4	2	1	0	2	0	0	0	2	0	2	0	8.19	6.69	12.6	1000000	28.28	1	1	1	0	1	1
3	2	1	1	0	0	0	0	0	0	0	1	3	0	4.12	5.78	10.43	1000000	28.28	1	1	1	0	1	1
3	2	3	5	0	0	0	1	0	1	1	0	2	2	4.69	5.78	11.28	1000000	28.28	1	1	1	0	1	1
2	2	3	1	0	0	0	0	1	0	0	2	2	0	3.74	5.78	10.64	1000000	28.28	1	1	1	0	1	1
5	2	3	1	2	0	0	1	0	0	1	1	2	0	21.55	20.05	26.64	1000000	28.28	1	1	1	0	1	1
3	2	3	3	1	1	0	1	1	0	0	0	2	1	6.16	5.78	12.36	1000000	28.28	1	1	1	0	1	1
3	2	3	1	0	0	0	0	1	0	2	0	2	1	4.05	5.78	10.18	1000000	28.28	1	1	1	0	1	1
1	2	2	1	0	0	0	0	0	0	2	0	2	0	3.59	5.78	10.42	1000000	28.28	1	1	1	0	1	1
3	2	1	1	0	0	0	0	0	0	1	0	3	0	3.36	5.78	10.26	1000000	28.28	1	1	1	0	1	1
5	2	4	3	1	2	0	0	1	1	0	0	2	2	19.3	17.8	22.57	1000000	28.28	1	1	1	0	1	1
1	2	1	3	0	0	0	0	0	0	0	1	5	1	4.31	5.78	11.14	1000000	28.28	1	1	1	0	1	1
1	2	2	2	0	0	0	0	0	0	0	2	2	0	3.35	5.78	10.18	1000000	28.28	1	1	1	0	1	1
2	2	1	2	0	0	0	0	1	0	0	0	4	1	3.28	5.78	10.18	1000000	28.28	1	1	1	0	1	1
2	1	2	3	0	0	0	2	0	0	0	0	2	2	9.96	8.46	12.28	1000000	23.28	1	1	1	0	1	1
2	1	2	2	0	0	0	0	0	0	0	2	2	1	4.48	5.78	12.4	1000000	23.28	1	1	1	0	1	1
5	1	2	2	0	0	0	1	0	0	0	1	1	1	10.3	8.8	12.83	1000000	23.28	1	1	1	0	1	1
3	1	5	1	1	0	1	1	0	1	1	0	2	0	41.01	39.51	12.28	1000000	23.28	1	1	1	0	1	1
1	1	4	2	0	0	2	1	0	2	0	0	1	1	5.94	5.78	12.28	1000000	23.28	1	1	1	0	1	1
5	1	2	4	0	0	0	0	2	0	0	0	2	2	17.67	16.17	24.89	1000000	23.28	1	1	1	0	1	1
2	5	2	4	0	0	0	2	0	0	0	0	1	2	6.62	5.78	10.18	1000000	1000000	1	1	1	0	0	1
1	5	3	5	0	0	0	1	0	0	2	0	2	3	5.97	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	3	2	0	1	0	2	0	0	0	0	2	2	13.76	12.26	10.18	1000000	1000000	1	1	1	0	0	1
3	5	1	2	0	0	0	0	0	0	0	1	3	0	4.01	5.78	10.18	1000000	1000000	1	1	1	0	0	1
1	5	2	3	0	0	0	2	0	0	0	0	2	2	4.78	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	1	3	0	0	0	1	0	0	0	0	1	1	6.59	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	1	2	0	0	0	0	0	0	1	0	1	0	4.85	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	3	1	0	2	4	0	0	0	0	0	2	0	10.64	9.14	10.18	1000000	1000000	1	1	1	0	0	1
3	5	2	3	0	0	0	0	0	0	2	0	2	2	8.44	6.94	8.48	1000000	1000000	1	1	1	0	0	1
1	5	1	1	0	0	0	0	0	0	0	1	1	0	3.42	5.78	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	4	1	1	0	0	2	0	0	0	2	2	12.12	10.62	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	3	0	0	0	0	2	0	0	0	2	1	5.31	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	0	0	1	1	0	4.61	5.78	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	2	0	0	0	1	0	0	1	0	3	1	14.53	13.03	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	3	0	0	0	0	0	0	0	2	2	0	6.88	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	2	3	0	0	0	2	0	0	0	0	2	2	8.11	6.61	8.48	1000000	1000000	1	1	1	0	0	1
3	5	1	1	0	0	0	0	0	0	1	0	3	0	11.36	9.86	8.48	1000000	1000000	1	1	1	0	0	1
3	5	5	3	0	2	1	0	0	2	0	0	2	2	12.73	11.23	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	2	0	0	1	0	0	1	0	0	4	1	11.34	9.84	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	2	0	0	0	0	0	0	0	2	2	0	6.06	5.78	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	3	0	0	0	0	0	0	2	0	2	1	5.95	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	3	0	0	0	1	1	0	0	0	2	2	6.01	5.78	8.48	1000000	1000000	1	1	1	0	0	1
1	5	1	4	0	0	0	0	0	1	0	0	1	1	9.5	8	8.48	1000000	1000000	1	1	1	0	0	1
2	5	3	2	0	0	1	0	0	2	0	0	2	1	6.01	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	1	0	0	0	0	0	0	1	1	3	1	8.14	6.64	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	3	0	0	0	0	2	0	0	0	2	2	5.73	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	2	0	0	0	0	0	0	0	2	2	0	5.55	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	3	0	0	0	0	0	0	1	1	2	1	5.9	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	6	1	0	1	3	2	0	2	0	0	4	2	15.01	13.51	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	3	0	0	0	0	0	0	2	0	2	2	4.19	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	0	1	0	4	0	6.11	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	2	1	0	0	0	0	0	0	0	2	2	0	6.04	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	3	3	1	0	0	2	0	0	0	0	2	2	10.92	9.42	10.18	1000000	1000000	1	1	1	0	0	1
3	5	4	3	0	1	1	0	0	2	0	0	2	2	11.07	9.57	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	3	4	0	0	0	2	0	0	0	2	1	9.95	8.45	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	1	0	0	0	0	0	0	0	2	2	0	6.11	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	0	0	1	3	0	6.41	5.78	8.48	1000000	1000000	1	1	1	0	0	1
1	5	1	2	0	0	0	1	0	0	0	0	1	1	5.83	5.78	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	2	2	0	0	2	0	0	0	0	2	2	9.65	8.15	8.48	1000000	1000000	1	1	1	0	0	1
1	5	1	1	0	0	0	0	0	0	0	1	3	0	4.61	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	4	0	0	0	0	2	0	0	0	2	2	5.34	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	1	0	0	1	1	5.62	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	3	4	0	0	1	0	0	1	1	0	2	2	13.02	11.52	8.48	1000000	1000000	1	1	1	0	0	1
1	5	1	2	2	0	0	1	0	0	0	0	4	1	13.12	11.62	8.48	1000000	1000000	1	1	1	0	0	1
1	5	2	1	0	0	0	0	0	0	0	2	2	0	5.31	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	3	3	1	1	0	0	2	0	0	0	2	1	5.96	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	1	2	0	0	0	1	0	0	0	0	1	1	8.19	6.69	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	5	0	0	0	0	2	0	0	0	1	2	6.71	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	0	0	1	5	0	7.98	6.48	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	4	0	0	0	2	0	0	0	0	2	2	8.14	6.64	10.18	1000000	1000000	1	1	1	0	0	1
1	5	1	5	0	0	0	0	0	0	1	0	2	1	3.85	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	3	0	0	0	2	0	0	0	0	2	2	4.43	5.78	10.18	1000000	1000000	1	1	1	0	0	1
1	5	3	2	1	1	0	0	2	0	0	0	2	1	6.67	5.78	10.18	1000000	1000000	1	1	1	0	0	1
1	5	2	4	0	0	0	0	0	1	1	0	2	2	4.19	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	1	0	0	0	0	0	1	1	0	2	0	6.5	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	2	5	0	0	0	0	0	0	2	0	2	2	4.4	5.78	10.18	1000000	1000000	1	1	1	0	0	1
1	5	2	5	0	0	0	0	2	0	0	0	2	2	4.5	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	4	3	0	1	0	0	1	0	1	1	2	3	7.62	6.12	10.18	1000000	1000000	1	1	1	0	0	1
3	5	2	2	0	0	0	0	0	0	2	0	2	0	6.6	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	2	0	0	0	0	0	1	1	0	2	0	6.78	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	1	0	0	0	0	1	0	0	1	3	2	7.16	5.78	10.18	1000000	1000000	1	1	1	0	0	1
3	5	4	2	0	0	2	0	0	2	0	0	2	1	22.77	21.27	10.18	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	0	0	1	3	0	3.42	5.78	10.18	1000000	1000000	1	1	1	0	0	1
2	5	2	2	1	0	0	2	0	0	0	0	2	2	6.86	5.78	8.48	1000000	1000000	1	1	1	0	0	1
1	5	2	4	0	0	0	2	0	0	0	0	2	2	4.2	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	1	0	0	0	2	0	0	0	0	1	1	13.4	11.9	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	1	0	0	0	2	0	0	0	0	1	0	7.86	6.36	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	5	1	0	0	0	1	1	0	0	2	1	6.15	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	0	0	1	3	0	6.15	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	4	0	0	0	0	0	0	2	0	2	1	7.25	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	5	3	1	2	0	0	2	0	0	0	2	3	5.2	5.78	8.48	1000000	1000000	1	1	1	0	0	1
1	5	2	5	0	0	0	0	2	0	0	0	2	2	5.86	5.78	8.48	1000000	1000000	1	1	1	0	0	1
3	5	6	2	1	3	0	0	2	0	0	0	2	2	11.68	10.18	7.03	1000000	1000000	1	1	1	0	0	1
3	5	2	1	0	0	0	0	0	0	1	1	2	0	7.9	6.4	7.03	1000000	1000000	1	1	1	0	0	1
3	5	4	3	1	1	0	1	1	0	0	0	2	2	17.14	15.64	7.03	1000000	1000000	1	1	1	0	0	1
3	5	3	1	0	0	0	1	0	0	1	1	2	1	4.89	5.78	7.03	1000000	1000000	1	1	1	0	0	1
3	5	1	2	0	0	0	0	0	0	0	1	3	0	4.33	5.78	7.03	1000000	1000000	1	1	1	0	0	1
3	5	5	3	0	0	3	0	2	0	0	0	2	2	13.68	12.18	7.03	1000000	1000000	1	1	1	0	0	1
3	5	1	2	0	0	0	0	0	0	0	1	3	1	7	5.78	7.03	1000000	1000000	1	1	1	0	0	1
3	5	2	2	0	0	0	2	0	0	0	0	2	2	9.64	8.14	7.03	1000000	1000000	1	1	1	0	0	1
2	5	1	1	0	0	0	0	0	0	0	1	3	0	3.77	5.78	7.03	1000000	1000000	1	1	1	0	0	1
3	5	4	3	1	0	2	0	1	1	0	0	2	1	6.77	5.78	7.03	1000000	1000000	1	1	1	0	0	1
2	5	2	4	0	0	0	0	0	0	0	2	2	0	5.6	5.78	7.03	1000000	1000000	1	1	1	0	0	1
2	5	3	2	1	1	0	1	1	0	0	0	2	1	15.61	14.11	7.03	1000000	1000000	1	1	1	0	0	1
3	5	2	1	0	0	0	0	0	0	2	0	2	1	9.58	8.08	7.03	1000000	1000000	1	1	1	0	0	1
3	5	2	2	0	0	1	0	0	1	0	0	1	1	5.1	5.78	7.03	1000000	1000000	1	1	1	0	0	1
3	5	1	2	0	0	0	0	0	0	1	0	4	1	8.18	6.68	7.03	1000000	1000000	1	1	1	0	0	1
3	5	6	5	0	1	3	0	1	1	0	0	2	3	19.74	18.24	7.03	1000000	1000000	1	1	1	0	0	1
1	5	2	1	0	0	0	0	0	2	0	0	2	1	5.37	5.78	7.03	1000000	1000000	1	1	1	0	0	1
3	5	2	2	1	0	0	2	0	0	0	0	2	1	12.16	10.66	7.03	1000000	1000000	1	1	1	0	0	1
3	5	3	3	1	2	0	0	2	0	0	0	2	2	8.86	7.36	7.03	1000000	1000000	1	1	1	0	0	1
2	5	2	3	1	0	0	0	2	0	0	0	2	1	4.2	5.78	7.03	1000000	1000000	1	1	1	0	0	1
1	5	1	1	0	0	0	1	0	0	0	0	5	0	4.36	5.78	7.03	1000000	1000000	1	1	1	0	0	1
1	5	1	1	0	0	0	1	0	0	0	0	1	0	9.54	8.04	7.03	1000000	1000000	1	1	1	0	0	1
3	5	3	5	0	0	0	1	0	2	0	0	2	2	9.2	7.7	7.03	1000000	1000000	1	1	1	0	0	1
2	5	2	2	0	0	0	0	0	0	0	2	2	0	12.48	10.98	8.48	1000000	1000000	1	1	1	0	0	1
3	5	1	1	0	0	0	0	0	0	0	1	3	0	4.54	5.78	8.48	1000000	1000000	1	1	1	0	0	1
1	5	2	5	0	0	0	0	0	2	0	0	2	1	7.31	5.81	8.48	1000000	1000000	1	1	1	0	0	1
3	5	1	1	0	0	0	0	0	0	0	1	3	0	3.56	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	2	3	2	0	0	1	1	0	0	0	2	2	10.28	8.78	8.48	1000000	1000000	1	1	1	0	0	1
3	5	2	3	0	0	0	1	1	0	0	0	2	2	8.56	7.06	8.48	1000000	1000000	1	1	1	0	0	1
2	5	3	4	0	0	0	1	0	1	1	0	2	3	7.19	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	1	2	0	0	0	0	0	0	0	1	3	0	5.96	5.78	8.48	1000000	1000000	1	1	1	0	0	1
2	5	3	2	0	2	0	1	0	0	0	0	4	1	9.44	7.94	8.48	1000000	1000000	1	1	1	0	0	1
